Location,Year,Latitude,Longitude,Month In,Day In,White Perch,American Eel,Gaspereau,Banded Killifish,Mummichog,4 Spine Stickleback,3 Spine Stickleback,Brook Trout,Brook Stickleback,9 Spine Stickleback,Rainbow Smelt,Rainbow Trout,New Longitude,Month as a Number
Schooner Pond,2012,46.45336,-62.65849,August,30,1,0,0,0,4,0,0,0,0,0,0,0,-62.65849,8
Schooner Pond,2012,46.4546,-62.66246,August,30,0,1,0,0,0,0,0,0,0,0,0,0,-62.66246,8
Schooner Pond,2012,46.4546,-62.66246,August,30,0,0,0,0,0,0,0,0,0,0,0,0,-62.66246,8
Schooner Pond,2012,46.4552,-62.66311,August,30,0,0,0,0,0,0,0,0,0,0,0,0,-62.66311,8
Schooner Pond,2012,46.4552,-62.66311,August,30,0,0,0,0,8,0,0,0,0,0,0,0,-62.66311,8
Schooner Pond,2012,46.45506,-62.66052,August,30,0,0,0,0,0,0,0,0,0,0,0,0,-62.66052,8
Schooner Pond,2012,46.45506,-62.66052,August,30,0,0,0,0,1,0,0,0,0,0,0,0,-62.66052,8
Schooner Pond,2012,46.45445,-62.65771,August,30,0,1,0,0,2,0,0,0,0,0,0,0,-62.65771,8
Schooner Pond,2012,46.45445,-62.65771,August,30,0,0,0,0,1,0,0,0,0,0,0,0,-62.65771,8
Schooner Pond,2012,46.45374,-62.65728,August,30,2,0,0,0,0,0,0,0,0,0,0,0,-62.65728,8
Schooner Pond,2012,46.45374,-62.65728,August,30,0,0,0,0,9,0,0,0,0,0,0,0,-62.65728,8
Long Pond,2013,46.41623,-63.09213,August,12,23,0,0,0,0,0,0,0,0,0,0,0,-63.09213,8
Long Pond,2013,46.41623,-63.09213,August,12,0,0,0,0,0,0,0,0,0,0,0,0,-63.09213,8
Long Pond,2013,46.41553,-63.0916,August,12,33,2,0,4,0,0,0,0,0,0,0,0,-63.0916,8
Long Pond,2013,46.41553,-63.0916,August,12,0,0,0,0,0,0,0,0,0,0,0,0,-63.0916,8
Long Pond,2013,46.41478,-63.09126,August,12,39,7,0,1,0,0,0,0,0,0,0,0,-63.09126,8
Long Pond,2013,46.41478,-63.09126,August,12,0,0,0,0,0,0,0,0,0,0,0,0,-63.09126,8
Long Pond,2013,46.41546,-63.08699,August,12,29,3,1,1,0,0,0,0,0,0,0,0,-63.08699,8
Long Pond,2013,46.41546,-63.08699,August,12,1,0,0,0,0,0,0,0,0,0,0,0,-63.08699,8
Long Pond,2013,46.41471,-63.08681,August,12,81,2,0,7,0,0,0,0,0,0,0,0,-63.08681,8
Long Pond,2013,46.41471,-63.08681,August,12,1,0,0,0,0,0,0,0,0,0,0,0,-63.08681,8
Long Pond,2013,46.41383,-63.08551,August,12,4,0,0,0,0,0,0,0,0,0,0,0,-63.08551,8
Long Pond,2013,46.41383,-63.08551,August,12,0,0,0,0,0,1,4,0,0,0,0,0,-63.08551,8
Long Pond,2013,46.41314,-63.0858,August,12,6,3,0,0,1,0,0,0,0,0,0,0,-63.0858,8
Long Pond,2013,46.41314,-63.0858,August,12,0,0,0,0,0,0,0,0,0,0,0,0,-63.0858,8
Long Pond,2013,46.4098,-63.08706,August,12,13,1,0,0,0,0,0,0,0,0,0,0,-63.08706,8
Long Pond,2013,46.4098,-63.08706,August,12,0,0,0,0,0,3,4,0,0,0,0,0,-63.08706,8
Long Pond,2013,46.4104,-63.0877,August,12,29,0,0,0,0,0,0,0,0,0,0,0,-63.0877,8
Long Pond,2013,46.4104,-63.0877,August,12,0,0,0,0,0,0,0,0,0,0,0,0,-63.0877,8
Long Pond,2013,46.41623,-63.09213,August,13,2,0,0,0,0,0,0,0,0,0,0,0,-63.09213,8
Long Pond,2013,46.41623,-63.09213,August,13,0,0,0,0,0,4,0,0,0,0,0,0,-63.09213,8
Long Pond,2013,46.41553,-63.0916,August,13,50,5,1,1,2,0,0,0,0,0,0,0,-63.0916,8
Long Pond,2013,46.41553,-63.0916,August,13,0,0,0,0,1,0,0,0,0,0,0,0,-63.0916,8
Long Pond,2013,46.41478,-63.09126,August,13,29,5,0,3,0,0,0,0,0,0,0,0,-63.09126,8
Long Pond,2013,46.41478,-63.09126,August,13,1,0,0,2,0,0,0,0,0,0,0,0,-63.09126,8
Long Pond,2013,46.41546,-63.08699,August,13,0,2,0,0,0,0,0,0,0,0,0,0,-63.08699,8
Long Pond,2013,46.41546,-63.08699,August,13,2,0,0,0,0,0,0,0,0,0,0,0,-63.08699,8
Long Pond,2013,46.41471,-63.08681,August,13,87,0,0,1,0,0,0,0,0,0,0,0,-63.08681,8
Long Pond,2013,46.41471,-63.08681,August,13,0,0,0,0,0,0,0,0,0,0,0,0,-63.08681,8
Long Pond,2013,46.41383,-63.08551,August,13,4,1,0,0,0,0,0,0,0,0,0,0,-63.08551,8
Long Pond,2013,46.41383,-63.08551,August,13,0,0,0,0,1,0,2,0,0,0,0,0,-63.08551,8
Long Pond,2013,46.41314,-63.0858,August,13,8,0,0,0,0,0,0,0,0,0,0,0,-63.0858,8
Long Pond,2013,46.41314,-63.0858,August,13,0,0,0,0,0,0,0,0,0,0,0,0,-63.0858,8
Long Pond,2013,46.4098,-63.08706,August,13,0,0,0,2,0,0,0,0,0,0,0,0,-63.08706,8
Long Pond,2013,46.4098,-63.08706,August,13,0,0,0,0,0,1,0,0,0,0,0,0,-63.08706,8
Long Pond,2013,46.4104,-63.0877,August,13,13,1,0,0,0,0,0,0,0,0,0,0,-63.0877,8
Long Pond,2013,46.4104,-63.0877,August,13,0,0,0,0,0,2,1,0,0,1,0,0,-63.0877,8
Long Pond,2013,46.41623,-63.09213,August,14,2,0,0,0,0,0,0,0,0,0,0,0,-63.09213,8
Long Pond,2013,46.41623,-63.09213,August,14,1,0,0,0,0,0,0,0,0,0,0,0,-63.09213,8
Long Pond,2013,46.41553,-63.0916,August,14,14,17,0,0,0,0,0,0,0,0,0,0,-63.0916,8
Long Pond,2013,46.41553,-63.0916,August,14,0,0,0,0,0,0,0,0,0,0,0,0,-63.0916,8
Long Pond,2013,46.41478,-63.09126,August,14,16,3,0,0,0,0,0,0,0,0,0,0,-63.09126,8
Long Pond,2013,46.41478,-63.09126,August,14,0,0,0,0,8,0,0,0,0,0,0,0,-63.09126,8
Long Pond,2013,46.41546,-63.08699,August,14,3,2,0,0,1,0,0,0,0,0,0,0,-63.08699,8
Long Pond,2013,46.41546,-63.08699,August,14,0,0,0,0,0,0,0,0,0,0,0,0,-63.08699,8
Long Pond,2013,46.41471,-63.08681,August,14,2,0,0,0,0,0,0,0,0,0,0,0,-63.08681,8
Long Pond,2013,46.41471,-63.08681,August,14,0,0,0,0,0,0,0,0,0,0,0,0,-63.08681,8
Long Pond,2013,46.41383,-63.08551,August,14,3,0,0,0,0,0,0,0,0,0,0,0,-63.08551,8
Long Pond,2013,46.41383,-63.08551,August,14,0,0,0,0,4,4,1,0,0,0,0,0,-63.08551,8
Long Pond,2013,46.41314,-63.0858,August,14,5,1,1,0,0,0,0,0,0,0,0,0,-63.0858,8
Long Pond,2013,46.41314,-63.0858,August,14,0,0,0,0,3,0,0,0,0,0,0,0,-63.0858,8
Long Pond,2013,46.4098,-63.08706,August,14,1,0,2,2,3,0,1,0,0,0,0,0,-63.08706,8
Long Pond,2013,46.4098,-63.08706,August,14,0,0,0,0,7,3,3,0,0,0,0,0,-63.08706,8
Long Pond,2013,46.4104,-63.0877,August,14,17,1,0,6,0,0,0,0,0,0,0,0,-63.0877,8
Long Pond,2013,46.4104,-63.0877,August,14,0,0,0,0,0,2,0,0,0,0,0,0,-63.0877,8
Lake of Shining Waters,2013,46.2985,-63.23386,August,19,1,0,0,1,0,0,0,0,0,0,0,0,-63.23386,8
Lake of Shining Waters,2013,46.2985,-63.23386,August,19,0,0,0,0,0,5,4,0,0,0,0,0,-63.23386,8
Lake of Shining Waters,2013,46.29844,-63.23292,August,19,0,1,0,0,0,0,0,0,0,0,0,0,-63.23292,8
Lake of Shining Waters,2013,46.29844,-63.23292,August,19,0,0,0,0,0,0,0,0,0,0,0,0,-63.23292,8
Lake of Shining Waters,2013,46.2974,-63.23231,August,19,2,2,0,255,0,0,0,0,0,0,0,0,-63.23231,8
Lake of Shining Waters,2013,46.2974,-63.23231,August,19,0,0,0,0,0,0,0,0,0,0,0,0,-63.23231,8
Lake of Shining Waters,2013,46.29718,-63.23182,August,19,2,0,0,6,0,0,0,0,0,0,0,0,-63.23182,8
Lake of Shining Waters,2013,46.29718,-63.23182,August,19,0,0,0,0,0,0,0,0,0,0,0,0,-63.23182,8
Lake of Shining Waters,2013,46.29666,-63.23061,August,19,1,1,0,218,0,0,0,0,0,0,0,0,-63.23061,8
Lake of Shining Waters,2013,46.29666,-63.23061,August,19,0,0,0,0,0,0,0,0,0,0,0,0,-63.23061,8
Lake of Shining Waters,2013,46.29611,-63.23064,August,19,5,2,0,261,9,0,0,0,0,0,0,0,-63.23064,8
Lake of Shining Waters,2013,46.29611,-63.23064,August,19,0,0,0,62,0,1,0,0,0,0,0,0,-63.23064,8
Lake of Shining Waters,2013,46.29599,-63.23146,August,19,2,0,0,1,0,0,0,0,0,0,0,0,-63.23146,8
Lake of Shining Waters,2013,46.29599,-63.23146,August,19,0,0,0,0,0,0,0,0,0,0,0,0,-63.23146,8
Lake of Shining Waters,2013,46.2969,-63.23302,August,19,0,0,0,1,0,0,0,0,0,0,0,0,-63.23302,8
Lake of Shining Waters,2013,46.2969,-63.23302,August,19,0,0,0,0,0,2,3,0,0,0,0,0,-63.23302,8
Lake of Shining Waters,2013,46.2973,-63.23338,August,19,3,0,0,1,0,0,0,0,0,0,0,0,-63.23338,8
Lake of Shining Waters,2013,46.2973,-63.23338,August,19,0,0,0,0,0,5,7,0,0,1,0,0,-63.23338,8
Lake of Shining Waters,2013,46.2985,-63.23386,August,20,1,0,0,1,0,0,0,0,0,0,0,0,-63.23386,8
Lake of Shining Waters,2013,46.2985,-63.23386,August,20,0,0,0,1,0,3,3,0,0,1,0,0,-63.23386,8
Lake of Shining Waters,2013,46.29844,-63.23292,August,20,1,0,0,0,0,0,0,0,0,0,0,0,-63.23292,8
Lake of Shining Waters,2013,46.29844,-63.23292,August,20,0,0,0,2,0,0,0,0,0,0,0,0,-63.23292,8
Lake of Shining Waters,2013,46.2974,-63.23231,August,20,1,1,3,65,0,0,0,0,0,0,0,0,-63.23231,8
Lake of Shining Waters,2013,46.2974,-63.23231,August,20,0,0,0,1,0,0,0,0,0,0,0,0,-63.23231,8
Lake of Shining Waters,2013,46.29718,-63.23182,August,20,2,1,0,2,0,0,0,0,0,0,0,0,-63.23182,8
Lake of Shining Waters,2013,46.29718,-63.23182,August,20,0,0,0,0,0,0,0,0,0,0,0,0,-63.23182,8
Lake of Shining Waters,2013,46.29666,-63.23061,August,20,1,0,0,123,0,0,0,0,0,0,0,0,-63.23061,8
Lake of Shining Waters,2013,46.29666,-63.23061,August,20,0,0,0,0,0,0,0,0,0,0,0,0,-63.23061,8
Lake of Shining Waters,2013,46.29611,-63.23064,August,20,4,0,0,193,0,0,0,0,0,0,0,0,-63.23064,8
Lake of Shining Waters,2013,46.29611,-63.23064,August,20,0,0,0,0,0,0,0,0,0,0,0,0,-63.23064,8
Lake of Shining Waters,2013,46.29599,-63.23146,August,20,1,1,0,29,0,0,0,0,0,0,0,0,-63.23146,8
Lake of Shining Waters,2013,46.29599,-63.23146,August,20,0,0,0,0,0,2,0,0,0,0,0,0,-63.23146,8
Lake of Shining Waters,2013,46.2969,-63.23302,August,20,0,0,0,0,0,0,0,0,0,0,0,0,-63.23302,8
Lake of Shining Waters,2013,46.2969,-63.23302,August,20,0,0,0,0,0,0,0,0,0,0,0,0,-63.23302,8
Lake of Shining Waters,2013,46.2973,-63.23338,August,20,0,5,0,0,0,0,0,0,0,0,0,0,-63.23338,8
Lake of Shining Waters,2013,46.2973,-63.23338,August,20,0,0,0,0,0,2,1,0,0,0,0,0,-63.23338,8
Lake of Shining Waters,2013,46.2985,-63.23386,August,21,0,0,0,2,0,0,0,0,0,0,0,0,-63.23386,8
Lake of Shining Waters,2013,46.2985,-63.23386,August,21,0,0,0,3,0,5,5,0,0,0,0,0,-63.23386,8
Lake of Shining Waters,2013,46.29844,-63.23292,August,21,3,1,1,2,0,0,0,0,0,0,0,0,-63.23292,8
Lake of Shining Waters,2013,46.29844,-63.23292,August,21,0,0,0,0,0,0,0,0,0,0,0,0,-63.23292,8
Lake of Shining Waters,2013,46.2974,-63.23231,August,21,6,0,6,47,0,0,0,0,0,0,0,0,-63.23231,8
Lake of Shining Waters,2013,46.2974,-63.23231,August,21,0,0,0,2,0,0,0,0,0,0,0,0,-63.23231,8
Lake of Shining Waters,2013,46.29718,-63.23182,August,21,4,0,0,0,0,0,0,0,0,0,0,0,-63.23182,8
Lake of Shining Waters,2013,46.29718,-63.23182,August,21,0,0,0,0,0,0,0,0,0,0,0,0,-63.23182,8
Lake of Shining Waters,2013,46.29666,-63.23061,August,21,9,3,0,275,0,0,0,0,0,0,0,0,-63.23061,8
Lake of Shining Waters,2013,46.29666,-63.23061,August,21,0,0,0,14,0,0,0,0,0,0,0,0,-63.23061,8
Lake of Shining Waters,2013,46.29611,-63.23064,August,21,7,4,0,643,0,0,0,0,0,0,0,0,-63.23064,8
Lake of Shining Waters,2013,46.29611,-63.23064,August,21,0,0,0,1,0,1,0,0,0,0,0,0,-63.23064,8
Lake of Shining Waters,2013,46.29599,-63.23146,August,21,2,1,0,52,0,0,0,0,0,0,0,0,-63.23146,8
Lake of Shining Waters,2013,46.29599,-63.23146,August,21,0,0,0,0,0,2,0,0,0,0,0,0,-63.23146,8
Lake of Shining Waters,2013,46.2969,-63.23302,August,21,0,1,0,2,0,0,0,0,0,0,0,0,-63.23302,8
Lake of Shining Waters,2013,46.2969,-63.23302,August,21,0,1,0,0,0,0,0,0,0,0,0,0,-63.23302,8
Lake of Shining Waters,2013,46.2973,-63.23338,August,21,2,0,0,1,0,0,0,0,0,0,0,0,-63.23338,8
Lake of Shining Waters,2013,46.2973,-63.23338,August,21,0,0,0,0,0,2,0,0,0,1,0,0,-63.23338,8
Dalvay Lake,2013,46.41196,-63.07352,August,26,1,1,0,489,0,0,1,0,0,0,0,0,-63.07352,8
Dalvay Lake,2013,46.41196,-63.07352,August,26,0,0,0,0,0,0,0,0,0,0,0,0,-63.07352,8
Dalvay Lake,2013,46.41238,-63.07505,August,26,0,2,0,103,0,0,0,0,0,0,0,0,-63.07505,8
Dalvay Lake,2013,46.41238,-63.07505,August,26,0,0,0,0,0,0,0,0,0,0,0,0,-63.07505,8
Dalvay Lake,2013,46.4124,-63.07503,August,26,0,0,0,2,0,0,0,0,0,0,0,0,-63.07503,8
Dalvay Lake,2013,46.4124,-63.07503,August,26,0,0,0,0,0,0,1,0,0,0,0,0,-63.07503,8
Dalvay Lake,2013,46.41245,-63.07681,August,26,0,0,0,4,0,0,0,0,0,0,0,0,-63.07681,8
Dalvay Lake,2013,46.41245,-63.07681,August,26,0,0,0,0,0,0,0,0,0,0,0,0,-63.07681,8
Dalvay Lake,2013,46.41205,-63.07519,August,26,0,0,0,222,0,0,0,0,0,0,0,0,-63.07519,8
Dalvay Lake,2013,46.41205,-63.07519,August,26,0,0,0,0,0,0,0,0,0,0,0,0,-63.07519,8
Dalvay Lake,2013,46.41137,-63.07358,August,26,0,0,0,7,0,0,0,0,0,0,0,0,-63.07358,8
Dalvay Lake,2013,46.41137,-63.07358,August,26,0,0,0,0,0,0,0,0,0,0,0,0,-63.07358,8
Dalvay Lake,2013,46.41068,-63.07347,August,26,0,0,0,0,0,0,0,0,0,0,0,0,-63.07347,8
Dalvay Lake,2013,46.41068,-63.07347,August,26,0,0,0,5,0,2,2,0,0,0,0,0,-63.07347,8
Dalvay Lake,2013,46.4114,-63.07123,August,26,0,0,0,22,0,0,0,0,0,0,0,0,-63.07123,8
Dalvay Lake,2013,46.4114,-63.07123,August,26,0,0,0,84,0,0,0,0,0,0,0,0,-63.07123,8
Dalvay Lake,2013,46.4154,-63.07125,August,26,0,0,0,0,0,0,0,0,0,0,0,0,-63.07125,8
Dalvay Lake,2013,46.4154,-63.07125,August,26,0,0,0,13,0,0,0,0,0,0,0,0,-63.07125,8
Dalvay Lake,2013,46.41196,-63.07352,August,27,0,0,0,434,0,0,0,0,0,0,0,0,-63.07352,8
Dalvay Lake,2013,46.41196,-63.07352,August,27,0,0,0,0,0,1,0,0,0,0,0,0,-63.07352,8
Dalvay Lake,2013,46.41238,-63.07505,August,27,0,2,0,76,0,0,0,0,0,0,0,0,-63.07505,8
Dalvay Lake,2013,46.41238,-63.07505,August,27,0,0,0,47,0,0,0,0,0,0,0,0,-63.07505,8
Dalvay Lake,2013,46.4124,-63.07503,August,27,0,0,0,15,0,0,1,0,0,0,0,0,-63.07503,8
Dalvay Lake,2013,46.4124,-63.07503,August,27,0,0,0,1,0,0,0,0,0,0,0,0,-63.07503,8
Dalvay Lake,2013,46.41245,-63.07681,August,27,0,0,0,8,0,0,0,0,0,0,0,0,-63.07681,8
Dalvay Lake,2013,46.41245,-63.07681,August,27,0,0,0,0,0,0,0,0,0,0,0,0,-63.07681,8
Dalvay Lake,2013,46.41205,-63.07519,August,27,0,0,0,16,0,0,0,0,0,0,0,0,-63.07519,8
Dalvay Lake,2013,46.41205,-63.07519,August,27,0,0,0,0,0,0,0,0,0,0,0,0,-63.07519,8
Dalvay Lake,2013,46.41137,-63.07358,August,27,0,0,0,0,0,0,0,0,0,0,0,0,-63.07358,8
Dalvay Lake,2013,46.41137,-63.07358,August,27,0,0,0,41,0,0,0,0,0,0,0,0,-63.07358,8
Dalvay Lake,2013,46.41068,-63.07347,August,27,0,0,0,0,0,0,1,0,0,0,0,0,-63.07347,8
Dalvay Lake,2013,46.41068,-63.07347,August,27,0,0,0,4,0,0,1,0,0,0,0,0,-63.07347,8
Dalvay Lake,2013,46.4114,-63.07123,August,27,0,0,0,7,0,0,0,0,0,0,0,0,-63.07123,8
Dalvay Lake,2013,46.4114,-63.07123,August,27,0,0,0,75,0,0,0,0,0,0,0,0,-63.07123,8
Dalvay Lake,2013,46.4154,-63.07125,August,27,0,0,0,0,0,0,0,0,0,0,0,0,-63.07125,8
Dalvay Lake,2013,46.4154,-63.07125,August,27,0,0,0,26,0,0,0,0,0,0,0,0,-63.07125,8
Dalvay Lake,2013,46.41196,-63.07352,August,28,0,1,0,167,0,0,0,0,0,0,0,0,-63.07352,8
Dalvay Lake,2013,46.41196,-63.07352,August,28,0,0,0,0,0,0,0,0,0,0,0,0,-63.07352,8
Dalvay Lake,2013,46.41238,-63.07505,August,28,0,0,0,333,0,0,0,0,0,0,0,0,-63.07505,8
Dalvay Lake,2013,46.41238,-63.07505,August,28,0,0,0,0,0,0,0,0,0,0,0,0,-63.07505,8
Dalvay Lake,2013,46.4124,-63.07503,August,28,0,0,0,6,0,0,0,0,0,0,0,0,-63.07503,8
Dalvay Lake,2013,46.4124,-63.07503,August,28,0,0,0,7,0,0,2,0,0,0,0,0,-63.07503,8
Dalvay Lake,2013,46.41245,-63.07681,August,28,0,0,0,15,0,0,0,0,0,0,0,0,-63.07681,8
Dalvay Lake,2013,46.41245,-63.07681,August,28,0,0,0,0,0,2,1,0,0,0,0,0,-63.07681,8
Dalvay Lake,2013,46.41205,-63.07519,August,28,0,0,0,0,0,0,0,0,0,0,0,0,-63.07519,8
Dalvay Lake,2013,46.41205,-63.07519,August,28,0,0,0,1,0,1,0,0,0,0,0,0,-63.07519,8
Dalvay Lake,2013,46.41137,-63.07358,August,28,0,0,0,0,0,0,0,0,0,0,0,0,-63.07358,8
Dalvay Lake,2013,46.41137,-63.07358,August,28,0,0,0,0,0,0,0,0,0,0,0,0,-63.07358,8
Dalvay Lake,2013,46.41068,-63.07347,August,28,0,0,0,0,0,0,0,0,0,0,0,0,-63.07347,8
Dalvay Lake,2013,46.41068,-63.07347,August,28,0,0,0,1,0,0,0,0,0,0,0,0,-63.07347,8
Dalvay Lake,2013,46.4114,-63.07123,August,28,0,0,0,0,0,0,0,0,0,0,0,0,-63.07123,8
Dalvay Lake,2013,46.4114,-63.07123,August,28,0,0,0,8,0,0,0,0,0,0,0,0,-63.07123,8
Dalvay Lake,2013,46.4154,-63.07125,August,28,0,0,0,0,0,0,0,0,0,0,0,0,-63.07125,8
Dalvay Lake,2013,46.4154,-63.07125,August,28,0,0,0,52,0,0,0,0,0,0,0,0,-63.07125,8
Campbells Pond Inner,2013,46.28238,-62.82627,September,30,3,0,0,3,0,0,0,0,0,0,0,0,-62.82627,9
Campbells Pond Inner,2013,46.28238,-62.82627,September,30,0,0,0,0,0,0,0,0,0,0,0,0,-62.82627,9
Campbells Pond Inner,2013,46.40378,-63.05825,September,30,0,2,0,2,0,0,0,0,0,0,0,0,-63.05825,9
Campbells Pond Inner,2013,46.40378,-63.05825,September,30,0,0,0,0,0,0,0,0,0,0,0,0,-63.05825,9
Campbells Pond Inner,2013,46.40548,-63.05688,September,30,8,1,0,0,0,0,0,0,0,0,0,0,-63.05688,9
Campbells Pond Inner,2013,46.40548,-63.05688,September,30,0,0,0,0,0,0,0,0,0,0,0,0,-63.05688,9
Campbells Pond Inner,2013,46.406,-63.05892,September,30,3,1,0,0,0,0,0,0,0,0,0,0,-63.05892,9
Campbells Pond Inner,2013,46.406,-63.05892,September,30,0,0,0,0,0,0,0,0,0,0,0,0,-63.05892,9
Campbells Pond Inner,2013,46.40502,-63.06137,September,30,2,0,0,0,0,0,0,0,0,0,0,0,-63.06137,9
Campbells Pond Inner,2013,46.40502,-63.06137,September,30,0,0,0,0,0,0,0,0,0,0,0,0,-63.06137,9
Campbells Pond Inner,2013,46.40693,-63.06055,September,30,4,0,0,1,0,0,0,0,0,0,0,0,-63.06055,9
Campbells Pond Inner,2013,46.40693,-63.06055,September,30,0,0,0,0,0,0,0,0,0,0,0,0,-63.06055,9
Campbells Pond Inner,2013,46.40758,-63.06082,September,30,0,1,0,2,0,0,0,0,0,0,0,0,-63.06082,9
Campbells Pond Inner,2013,46.40758,-63.06082,September,30,0,0,0,0,0,0,0,0,0,0,0,0,-63.06082,9
Campbells Pond Inner,2013,46.40815,-63.06173,September,30,4,0,0,2,0,0,0,0,0,0,0,0,-63.06173,9
Campbells Pond Inner,2013,46.40815,-63.06173,September,30,0,0,0,0,0,0,0,0,0,0,0,0,-63.06173,9
Campbells Pond Inner,2013,46.40575,-63.06152,September,30,0,1,0,0,0,0,0,0,0,0,0,0,-63.06152,9
Campbells Pond Inner,2013,46.40575,-63.06152,September,30,0,0,0,0,0,0,0,0,0,0,0,0,-63.06152,9
Campbells Pond Inner,2013,46.28238,-62.82627,October,1,2,0,0,3,0,0,0,0,0,0,0,0,-62.82627,10
Campbells Pond Inner,2013,46.28238,-62.82627,October,1,0,0,0,0,0,0,0,0,0,0,0,0,-62.82627,10
Campbells Pond Inner,2013,46.40378,-63.05825,October,1,2,1,0,13,0,0,0,0,0,0,0,0,-63.05825,10
Campbells Pond Inner,2013,46.40378,-63.05825,October,1,0,0,0,0,0,0,0,0,0,0,0,0,-63.05825,10
Campbells Pond Inner,2013,46.40548,-63.05688,October,1,0,0,0,0,0,0,0,0,0,0,0,0,-63.05688,10
Campbells Pond Inner,2013,46.40548,-63.05688,October,1,0,0,0,0,0,0,0,0,0,0,0,0,-63.05688,10
Campbells Pond Inner,2013,46.406,-63.05892,October,1,2,0,0,1,0,0,0,0,0,0,0,0,-63.05892,10
Campbells Pond Inner,2013,46.406,-63.05892,October,1,0,0,0,0,0,0,0,0,0,0,0,0,-63.05892,10
Campbells Pond Inner,2013,46.40502,-63.06137,October,1,2,0,0,0,0,0,0,0,0,0,0,0,-63.06137,10
Campbells Pond Inner,2013,46.40502,-63.06137,October,1,0,0,0,0,0,0,0,0,0,0,0,0,-63.06137,10
Campbells Pond Inner,2013,46.40693,-63.06055,October,1,3,0,0,0,0,0,0,0,0,0,0,0,-63.06055,10
Campbells Pond Inner,2013,46.40693,-63.06055,October,1,0,1,0,0,0,0,0,0,0,0,0,0,-63.06055,10
Campbells Pond Inner,2013,46.40758,-63.06082,October,1,6,0,0,0,0,0,0,0,0,0,0,0,-63.06082,10
Campbells Pond Inner,2013,46.40758,-63.06082,October,1,0,0,0,5,0,0,0,0,0,0,0,0,-63.06082,10
Campbells Pond Inner,2013,46.40815,-63.06173,October,1,0,3,0,2,0,0,0,0,0,0,0,0,-63.06173,10
Campbells Pond Inner,2013,46.40815,-63.06173,October,1,0,0,0,0,0,0,0,0,0,0,0,0,-63.06173,10
Campbells Pond Inner,2013,46.40575,-63.06152,October,1,0,1,0,1,0,0,0,0,0,0,0,0,-63.06152,10
Campbells Pond Inner,2013,46.40575,-63.06152,October,1,0,0,0,0,0,0,0,0,0,0,0,0,-63.06152,10
Campbells Pond Inner,2013,46.28238,-62.82627,October,2,6,0,0,1,0,0,1,0,0,0,0,0,-62.82627,10
Campbells Pond Inner,2013,46.28238,-62.82627,October,2,0,0,0,0,0,0,0,0,0,0,0,0,-62.82627,10
Campbells Pond Inner,2013,46.40378,-63.05825,October,2,1,2,0,0,1,0,0,0,0,0,0,0,-63.05825,10
Campbells Pond Inner,2013,46.40378,-63.05825,October,2,0,0,0,0,0,0,0,0,0,0,0,0,-63.05825,10
Campbells Pond Inner,2013,46.40548,-63.05688,October,2,1,1,0,0,0,0,0,0,0,0,0,0,-63.05688,10
Campbells Pond Inner,2013,46.40548,-63.05688,October,2,0,0,0,0,0,0,0,0,0,0,0,0,-63.05688,10
Campbells Pond Inner,2013,46.406,-63.05892,October,2,4,0,0,0,0,0,0,0,0,0,0,0,-63.05892,10
Campbells Pond Inner,2013,46.406,-63.05892,October,2,0,0,0,0,0,0,0,0,0,0,0,0,-63.05892,10
Campbells Pond Inner,2013,46.40502,-63.06137,October,2,3,0,0,0,3,0,0,0,0,0,0,0,-63.06137,10
Campbells Pond Inner,2013,46.40502,-63.06137,October,2,0,0,0,0,0,0,0,0,0,0,0,0,-63.06137,10
Campbells Pond Inner,2013,46.40693,-63.06055,October,2,1,1,0,1,0,0,0,0,0,0,0,0,-63.06055,10
Campbells Pond Inner,2013,46.40693,-63.06055,October,2,0,0,0,1,0,0,0,0,0,0,0,0,-63.06055,10
Campbells Pond Inner,2013,46.40758,-63.06082,October,2,3,1,0,0,0,0,0,0,0,0,0,0,-63.06082,10
Campbells Pond Inner,2013,46.40758,-63.06082,October,2,0,0,0,0,0,0,0,0,0,0,0,0,-63.06082,10
Campbells Pond Inner,2013,46.40815,-63.06173,October,2,0,0,0,0,0,0,0,0,0,0,0,0,-63.06173,10
Campbells Pond Inner,2013,46.40815,-63.06173,October,2,0,0,0,0,0,0,0,0,0,0,0,0,-63.06173,10
Campbells Pond Inner,2013,46.40575,-63.06152,October,2,0,2,0,0,0,0,0,0,0,0,0,0,-63.06152,10
Campbells Pond Inner,2013,46.40575,-63.06152,October,2,0,0,0,30,0,0,0,0,0,0,0,0,-63.06152,10
Campbells Pond Inner,2013,46.28238,-62.82627,October,3,4,1,0,6,0,0,0,0,0,0,0,0,-62.82627,10
Campbells Pond Inner,2013,46.28238,-62.82627,October,3,0,0,0,0,0,0,0,0,0,0,0,0,-62.82627,10
Campbells Pond Inner,2013,46.40378,-63.05825,October,3,0,0,0,1,0,0,0,0,0,0,0,0,-63.05825,10
Campbells Pond Inner,2013,46.40378,-63.05825,October,3,0,0,0,5,0,0,0,0,0,0,0,0,-63.05825,10
Campbells Pond Inner,2013,46.40548,-63.05688,October,3,0,0,0,0,1,0,0,0,0,0,0,0,-63.05688,10
Campbells Pond Inner,2013,46.40548,-63.05688,October,3,0,0,0,2,0,0,0,0,0,0,0,0,-63.05688,10
Campbells Pond Inner,2013,46.406,-63.05892,October,3,0,1,0,0,0,0,0,0,0,0,0,0,-63.05892,10
